Stt,Tỉnh mới,Gộp từ các tỉnh cũ,Phường/xã mới,Sát nhập từ các Phường/xã trước
1048,Hà Nội,Hà Nội,Phường Láng,"Phường Láng Thượng, Phường Láng Hạ (phần còn lại sau khi sáp nhập vào phường Giảng Võ, phường Đống Đa), Phường Ngọc Khánh (phần còn lại sau
khi sáp nhập vào phường Ngọc Hà, phường Giảng Võ)"
1049,Hà Nội,Hà Nội,Xã Liên Minh,"Xã Phương Đình, Xã Trung Châu, Xã Thọ Xuân, Xã Thọ An, Xã Hồng Hà,
Xã Tiến Thịnh"
1050,Hà Nội,Hà Nội,Phường Lĩnh Nam,"Phường Lĩnh Nam, Phường Thanh Trì, Phường Trần Phú, Phường Yên Sở,
Phường Thanh Lương (phần còn lại sau khi sáp nhập vào phường Vĩnh Tuy, phường Hồng Hà)"
1051,Hà Nội,Hà Nội,Phường Long Biên,"Phường Cự Khối, Phường Phúc Đồng, Phường Thạch Bàn, Xã Bát Tràng,
Phường Long Biên, Phường Bồ Đề, Phường Gia Thụy"
1052,Hà Nội,Hà Nội,Xã Mê Linh,"Xã Tráng Việt, Xã Tiền Phong (huyện Mê Linh), Xã Văn Khê, Xã Mê Linh, Xã Đại Thịnh, Xã Hồng Hà, Xã Liên Hà (huyện Đan Phượng) (phần còn lại sau khi sáp nhập vào xã Ô Diên), Xã Liên Hồng (phần còn lại sau khi sáp nhập vào xã Ô Diên), Xã Liên Trung (phần còn lại sau khi sáp nhập vào xã Ô Diên), Xã Đại Mạch (phần còn lại sau khi sáp nhập vào xã Thiên Lộc)"
1053,Hà Nội,Hà Nội,Xã Minh Châu,"Xã Minh Châu, Thị trấn Tây Đằng, Xã Chu Minh"
1054,Hà Nội,Hà Nội,Xã Mỹ Đức,"Thị trấn Đại Nghĩa, Xã An Phú, Xã Đại Hưng, Xã Hợp Thanh, Xã Phù Lưu
Tế"
1055,Hà Nội,Hà Nội,Xã Nam Phù,"Xã Vạn Phúc, Xã Liên Ninh, Xã Ninh Sở, Xã Đông Mỹ, Xã Duyên Thái, Xã Ngũ Hiệp (phần còn lại sau khi sáp nhập vào xã Thanh Trì), Xã Yên Mỹ (phần còn lại sau khi sáp nhập vào xã Thanh Trì), Xã Duyên Hà (phần còn lại
sau khi sáp nhập vào xã Thanh Trì)"
1056,Hà Nội,Hà Nội,Phường Nghĩa Đô,"Phường Nghĩa Tân, Phường Cổ Nhuế 1, Phường Mai Dịch, Phường Nghĩa Đô, Phường Xuân La, Phường Xuân Tảo, Phường Dịch Vọng (phần còn lại sau khi sáp nhập vào phường Cầu Giấy), Phường Dịch Vọng Hậu (phần còn lại sau khi sáp nhập vào phường Cầu Giấy), Phường Quan Hoa (phần còn lại
sau khi sáp nhập vào phường Cầu Giấy)"
1057,Hà Nội,Hà Nội,Phường Ngọc Hà,"Phường Vĩnh Phúc, Phường Liễu Giai, Phường Cống Vị, Phường Kim Mã, Phường Ngọc Khánh, Phường Nghĩa Đô, Phường Đội Cấn (phần còn lại sau khi sáp nhập vào phường Ba Đình), Phường Ngọc Hà (phần còn lại sau khi
sáp nhập vào phường Ba Đình)"
1058,Hà Nội,Hà Nội,Xã Ngọc Hồi,"Xã Ngọc Hồi, Xã Duyên Thái, Xã Đại Áng, Xã Khánh Hà, Xã Liên Ninh
(phần còn lại sau khi sáp nhập vào xã Nam Phù)"
1059,Hà Nội,Hà Nội,Xã Nội Bài,"Xã Phú Cường (huyện Sóc Sơn), Xã Hiền Ninh, Xã Thanh Xuân, Xã Mai Đình (phần còn lại sau khi sáp nhập vào xã Sóc Sơn), Xã Phú Minh (phần còn lại sau khi sáp nhập vào xã Sóc Sơn), Xã Quang Tiến (phần còn lại sau
khi sáp nhập vào xã Sóc Sơn)"
1060,Hà Nội,Hà Nội,Phường Ô Chợ Dừa,"Phường Cát Linh (phần còn lại sau khi sáp nhập vào phường Giảng Võ), Phường Điện Biên (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm, phường Ba Đình, phường Văn Miếu Quốc Tử Giám), Phường Thành Công (phần còn lại sau khi sáp nhập vào phường Giảng Võ), Phường Ô Chợ Dừa (phần còn lại sau khi sáp nhập vào phường Đống Đa), Phường Trung Liệt (phần còn lại sau khi sáp nhập vào phường Đống Đa, phường Kim Liên), Phường Hàng Bột (phần còn lại sau khi sáp nhập vào phường Văn Miếu Quốc Tử Giám), Phường Văn Miếu Quốc Tử Giám (phần còn lại sau khi sáp nhập vào phường Văn Miếu Quốc Tử Giám)"
1061,Hà Nội,Hà Nội,Xã Ô Diên,"Xã Hạ Mỗ, Xã Tân Hội, Xã Liên Hà (huyện Đan Phượng), Xã Hồng Hà, Xã Liên Hồng, Xã Liên Trung, Phường Tây Tựu (phần còn lại sau khi sáp nhập vào phường Tây Tựu, phường Đông Ngạc, phường Thượng Cát, xã Hoài Đức), Xã Tân Lập (phần còn lại sau khi sáp nhập vào xã Hoài Đức)"
1062,Hà Nội,Hà Nội,Xã Phú Cát,"Xã Đông Yên, Xã Hoà Thạch, Xã Phú Mãn, Xã Phú Cát (phần còn lại sau
khi sáp nhập vào xã Hạ Bằng)"
1063,Hà Nội,Hà Nội,Phường Phú Diễn,"Phường Phú Diễn, Phường Cổ Nhuế 1, Phường Mai Dịch, Phường Phúc Diễn"
1064,Hà Nội,Hà Nội,Xã Phù Đổng,"Thị trấn Yên Viên, Xã Ninh Hiệp, Xã Phù Đổng, Xã Thiên Đức, Xã Yên Thường, Xã Yên Viên, Xã Cổ Bi (phần còn lại sau khi sáp nhập vào phường Phúc Lợi, xã Gia Lâm), Xã Đặng Xá (phần còn lại sau khi sáp nhập vào xã
Thuận An)"
1065,Hà Nội,Hà Nội,Xã Phú Lương,"Phường Phú Lãm, Phường Kiến Hưng, Phường Phú Lương, Xã Cự Khê, Xã Hữu Hòa"
1066,Hà Nội,Hà Nội,Xã Phú Nghĩa,"Xã Đông Phương Yên, Xã Đông Sơn, Xã Thanh Bình, Xã Trung Hòa, Xã
Trường Yên, Xã Phú Nghĩa"
1067,Hà Nội,Hà Nội,Phường Phú Thượng,"Phường Đông Ngạc, Phường Xuân La, Phường Xuân Đỉnh, Phường Xuân Tảo, Phường Phú Thượng (phần còn lại sau khi sáp nhập vào phường Hồng
Hà, phường Tây Hồ)"
1068,Hà Nội,Hà Nội,Xã Phú Xuyên,"Thị trấn Phú Minh, Thị trấn Phú Xuyên, Xã Hồng Thái, Xã Minh Cường, Xã Nam Phong, Xã Nam Tiến, Xã Quang Hà, Xã Văn Tự, Xã Tô Hiệu (phần còn lại sau khi sáp nhập vào xã Chương Dương), Xã Vạn Nhất (phần còn lại
sau khi sáp nhập vào xã Chương Dương)"
1069,Hà Nội,Hà Nội,Xã Phúc Lộc,"Xã Nam Hà, Xã Sen Phương, Xã Vân Phúc, Xã Võng Xuyên, Xã Xuân Đình"
1070,Hà Nội,Hà Nội,Phường Phúc Lợi,"Phường Thạch Bàn, Xã Cổ Bi, Phường Giang Biên (phần còn lại sau khi sáp nhập vào phường Việt Hưng), Phường Việt Hưng (phần còn lại sau khi sáp nhập vào phường Việt Hưng), Phường Phúc Lợi (phần còn lại sau khi sáp nhập vào phường Việt Hưng), Phường Phúc Đồng (phần còn lại sau khi sáp nhập vào phường Long Biên, phường Bồ Đề, phường Việt Hưng)"
1071,Hà Nội,Hà Nội,Xã Phúc Sơn,"Xã Mỹ Xuyên, Xã Phúc Lâm, Xã Thượng Lâm, Xã Tuy Lai, Xã Đồng Tâm"
1072,Hà Nội,Hà Nội,Xã Phúc Thịnh,"Xã Bắc Hồng, Xã Nam Hồng, Xã Vân Nội, Xã Vĩnh Ngọc, Xã Nguyên Khê (phần còn lại sau khi sáp nhập vào xã Thư Lâm), Xã Xuân Nộn (phần còn lại sau khi sáp nhập vào xã Thư Lâm), Xã Tiên Dương (phần còn lại sau khi sáp nhập vào xã Đông Anh), Thị trấn Đông Anh (phần còn lại sau khi sáp nhập
vào xã Thư Lâm, xã Đông Anh)"
1073,Hà Nội,Hà Nội,Xã Phúc Thọ,"Thị trấn Phúc Thọ, Xã Long Thượng, Xã Phúc Hòa, Xã Phụng Thượng, Xã
Tích Lộc, Xã Trạch Mỹ Lộc"
1074,Hà Nội,Hà Nội,Xã Phượng Dực,"Xã Hoàng Long, Xã Hồng Minh, Xã Phú Túc, Xã Văn Hoàng, Xã Phượng
Dực"
1075,Hà Nội,Hà Nội,Phường Phương Liệt,"Phường Khương Mai, Phường Thịnh Liệt (phần còn lại sau khi sáp nhập vào phường Hoàng Mai, phường Định Công, phường Yên Sở), Phường Phương Liệt (phần còn lại sau khi sáp nhập vào phường Tương Mai), Phường Định Công (phần còn lại sau khi sáp nhập vào phường Định Công), Phường Khương Đình (phần còn lại sau khi sáp nhập vào phường Khương Đình), Phường Khương Trung (phần còn lại sau khi sáp nhập vào phường Khương
Đình)"
1076,Hà Nội,Hà Nội,Xã Quảng Bị,"Xã Hoàng Diệu, Xã Hợp Đồng, Xã Quảng Bị, Xã Tốt Động, Xã Lam Điền (phần còn lại sau khi sáp nhập vào xã Bình Minh)"
1077,Hà Nội,Hà Nội,Xã Quang Minh,"Thị trấn Chi Đông, Thị trấn Quang Minh, Xã Mê Linh (phần còn lại sau khi sáp nhập vào xã Mê Linh), Xã Tiền Phong (huyện Mê Linh) (phần còn lại sau khi sáp nhập vào xã Thiên Lộc, xã Mê Linh), Xã Đại Thịnh (phần còn lại sau khi sáp nhập vào xã Mê Linh, xã Tiến Thắng), Xã Kim Hoa (phần còn lại sau khi sáp nhập vào xã Tiến Thắng), Xã Thanh Lâm (phần còn lại sau khi
sáp nhập vào xã Tiến Thắng)"
1078,Hà Nội,Hà Nội,Xã Quảng Oai,"Xã Cam Thượng, Xã Đông Quang, Xã Tiên Phong, Xã Thụy An, Thị trấn Tây Đằng (phần còn lại sau khi sáp nhập vào xã Minh Châu), Xã Chu Minh
(phần còn lại sau khi sáp nhập vào xã Minh Châu)"
1079,Hà Nội,Hà Nội,Xã Quốc Oai,"Xã Thạch Thán, Xã Sài Sơn, Xã Ngọc Mỹ, Thị trấn Quốc Oai (phần còn lại
sau khi sáp nhập vào xã Tây Phương), Xã Phượng Sơn (phần còn lại sau khi sáp nhập vào xã Tây Phương)"
1080,Hà Nội,Hà Nội,Xã Sóc Sơn,"Thị trấn Sóc Sơn, Xã Tân Minh, Xã Đông Xuân (huyện Sóc Sơn), Xã Phù
Lỗ, Xã Phù Linh, Xã Tiên Dược, Xã Mai Đình, Xã Phú Minh, Xã Quang Tiến"
1081,Hà Nội,Hà Nội,Xã Sơn Đồng,"Xã Lại Yên, Xã Sơn Đồng, Xã Tiền Yên, Xã An Khánh, Xã Song Phương,
Xã Vân Côn, Xã An Thượng, Xã Vân Canh (phần còn lại sau khi sáp nhập vào phường Xuân Phương)"
1082,Hà Nội,Hà Nội,Xã Sơn Tây,"Phường Ngô Quyền, Phường Phú Thịnh, Phường Viên Sơn, Xã Đường Lâm, Phường Trung Hưng, Phường Sơn Lộc, Xã Thanh Mỹ"
1083,Hà Nội,Hà Nội,Xã Suối Hai,"Xã Ba Trại, Xã Tản Lĩnh, Xã Thụy An (phần còn lại sau khi sáp nhập vào xã Quảng Oai), Xã Cẩm Lĩnh (phần còn lại sau khi sáp nhập vào xã Bất Bạt)"
1084,Hà Nội,Hà Nội,Xã Tam Hưng,"Xã Mỹ Hưng, Xã Thanh Thùy, Xã Thanh Văn, Xã Tam Hưng"
1085,Hà Nội,Hà Nội,Phường Tây Hồ,"Phường Bưởi, Phường Phú Thượng, Phường Xuân La, Phường Nhật Tân (phần còn lại sau khi sáp nhập vào phường Hồng Hà), Phường Quảng An (phần còn lại sau khi sáp nhập vào phường Hồng Hà), Phường Tứ Liên (phần còn lại sau khi sáp nhập vào phường Hồng Hà), Phường Yên Phụ (phần còn lại sau khi sáp nhập vào phường Hồng Hà), Phường Nghĩa Đô (phần còn lại sau khi sáp nhập vào phường Ngọc Hà, phường Nghĩa Đô), Phường Thụy
Khuê (phần còn lại sau khi sáp nhập vào phường Ba Đình)"
1086,Hà Nội,Hà Nội,Phường Tây Mỗ,"Phường Đại Mỗ, Phường Dương Nội, Xã An Khánh, Phường Tây Mỗ (phần
còn lại sau khi sáp nhập vào phường Xuân Phương)"
1087,Hà Nội,Hà Nội,Xã Tây Phương,"Xã Phùng Xá (huyện Thạch Thất), Xã Hương Ngải, Xã Lam Sơn, Xã Thạch Xá, Xã Quang Trung, Thị trấn Quốc Oai, Xã Ngọc Liệp, Xã Phượng Sơn"
1088,Hà Nội,Hà Nội,Phường Tây Tựu,"Phường Minh Khai (quận Bắc Từ Liêm), Phường Tây Tựu, Xã Kim Chung
(huyện Hoài Đức)"
1089,Hà Nội,Hà Nội,Xã Thạch Thất,"Thị trấn Liên Quan, Xã Cẩm Yên, Xã Đại Đồng, Xã Kim Quan, Xã Lại
Thượng, Xã Phú Kim"
1090,Hà Nội,Hà Nội,Xã Thanh Liệt,"Xã Tả Thanh Oai, Phường Đại Kim (phần còn lại sau khi sáp nhập vào phường Định Công, phường Hoàng Liệt, phường Khương Đình), Phường Thanh Xuân Bắc (phần còn lại sau khi sáp nhập vào phường Thanh Xuân), Phường Hạ Đình (phần còn lại sau khi sáp nhập vào phường Khương Đình), Phường Văn Quán (phần còn lại sau khi sáp nhập vào phường Hà Đông), Xã Thanh Liệt (phần còn lại sau khi sáp nhập vào phường Định Công, phường Hoàng Liệt), Xã Tân Triều (phần còn lại sau khi sáp nhập vào phường Định Công, phường Khương Đình, phường Hà Đông)"
1091,Hà Nội,Hà Nội,Xã Thanh Oai,"Thị trấn Kim Bài, Xã Đỗ Động, Xã Kim An, Xã Phương Trung, Xã Thanh
Mai, Xã Kim Thư"
1092,Hà Nội,Hà Nội,Xã Thanh Trì,"Thị trấn Văn Điển, Xã Ngũ Hiệp, Xã Vĩnh Quỳnh, Xã Yên Mỹ, Xã Duyên
Hà, Xã Tứ Hiệp (phần còn lại sau khi sáp nhập vào phường Yên Sở), Phường Yên Sở (phần còn lại sau khi sáp nhập vào phường Lĩnh Nam, phường Hoàng Mai, phường Yên Sở)"
1093,Hà Nội,Hà Nội,Phường Thanh Xuân,"Phường Nhân Chính, Phường Thanh Xuân Bắc, Phường Thanh Xuân Trung,
Phường Thượng Đình, Phường Trung Hoà, Phường Trung Văn"
1094,Hà Nội,Hà Nội,Xã Thiên Lộc,"Xã Võng La, Xã Kim Chung (huyện Đông Anh), Xã Đại Mạch, Xã Kim Nỗ,
Xã Tiền Phong (huyện Mê Linh), Xã Hải Bối"
1095,Hà Nội,Hà Nội,Xã Thuận An,"Xã Dương Quang, Xã Lệ Chi, Xã Đặng Xá, Xã Phú Sơn (huyện Gia Lâm)
(phần còn lại sau khi sáp nhập vào xã Gia Lâm)"
1096,Hà Nội,Hà Nội,Xã Thư Lâm,"Xã Thụy Lâm, Xã Vân Hà, Xã Xuân Nộn, Thị trấn Đông Anh, Xã Liên Hà (huyện Đông Anh), Xã Dục Tú, Xã Nguyên Khê, Xã Uy Nỗ, Xã Việt Hùng"
1097,Hà Nội,Hà Nội,Phường Thượng Cát,"Phường Liên Mạc, Phường Thượng Cát, Phường Minh Khai (quận Bắc Từ Liêm), Phường Tây Tựu, Phường Cổ Nhuế 2 (phần còn lại sau khi sáp nhập vào phường Đông Ngạc), Phường Thụy Phương (phần còn lại sau khi sáp
nhập vào phường Đông Ngạc)"
1098,Hà Nội,Hà Nội,Xã Thượng Phúc,"Xã Tân Minh (huyện Thường Tín), Xã Dũng Tiến, Xã Quất Động, Xã Nghiêm Xuyên, Xã Nguyễn Trãi"
1099,Hà Nội,Hà Nội,Xã Thường Tín,"Thị trấn Thường Tín, Xã Tiền Phong (huyện Thường Tín), Xã Hiền Giang, Xã Hòa Bình, Xã Nhị Khê, Xã Văn Bình, Xã Văn Phú, Xã Đại Áng (phần còn lại sau khi sáp nhập vào xã Ngọc Hồi), Xã Khánh Hà (phần còn lại sau
khi sáp nhập vào xã Ngọc Hồi)"
1100,Hà Nội,Hà Nội,Xã Tiến Thắng,"Xã Tam Đồng, Xã Tiến Thắng, Xã Tự Lập, Xã Đại Thịnh, Xã Kim Hoa, Xã Thanh Lâm, Xã Văn Khê (phần còn lại sau khi sáp nhập vào xã Ô Diên, xã Mê Linh, xã Yên Lãng), Xã Thạch Đà (phần còn lại sau khi sáp nhập vào xã
Yên Lãng)"
1101,Hà Nội,Hà Nội,Xã Trần Phú,"Xã Hoàng Văn Thụ, Xã Hữu Văn, Xã Mỹ Lương, Xã Trần Phú, Xã Đồng
Tâm (phần còn lại sau khi sáp nhập vào xã Phúc Sơn), Xã Tân Tiến (phần còn lại sau khi sáp nhập vào xã Xuân Mai)"
1102,Hà Nội,Hà Nội,Xã Trung Giã,"Xã Bắc Sơn, Xã Hồng Kỳ, Xã Nam Sơn, Xã Trung Giã"
1103,Hà Nội,Hà Nội,Xã Tùng Thiện,"Phường Xuân Khanh, Phường Trung Sơn Trầm, Xã Xuân Sơn, Phường Trung Hưng (phần còn lại sau khi sáp nhập vào phường Sơn Tây), Phường
Sơn Lộc (phần còn lại sau khi sáp nhập vào phường Sơn Tây), Xã Thanh Mỹ
(phần còn lại sau khi sáp nhập vào phường Sơn Tây)"
1104,Hà Nội,Hà Nội,Phường Từ Liêm,"Phường Cầu Diễn, Phường Mễ Trì, Phường Phú Đô, Phường Mai Dịch (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô, phường Phú Diễn), Phường Mỹ Đình 1 (phần còn lại sau khi sáp nhập vào phường Cầu Giấy), Phường Mỹ Đình 2 (phần còn lại sau khi sáp nhập vào phường Cầu Giấy)"
1105,Hà Nội,Hà Nội,Phường Tương Mai,"Phường Giáp Bát, Phường Phương Liệt, Phường Mai Động (phần còn lại sau khi sáp nhập vào phường Vĩnh Tuy), Phường Minh Khai (quận Hai Bà Trưng) (phần còn lại sau khi sáp nhập vào phường Bạch Mai), Phường Đồng Tâm (phần còn lại sau khi sáp nhập vào phường Bạch Mai), Phường Trương Định (phần còn lại sau khi sáp nhập vào phường Bạch Mai), Phường Hoàng Văn Thụ (phần còn lại sau khi sáp nhập vào phường Hoàng Mai), Phường Tân Mai (phần còn lại sau khi sáp nhập vào phường Hoàng Mai), Phường Tương Mai (phần còn lại sau khi sáp nhập vào phường Hoàng Mai), Phường Vĩnh Hưng (phần còn lại sau khi sáp nhập vào phường Vĩnh Tuy, phường
Hoàng Mai, phường Vĩnh Hưng)"
1106,Hà Nội,Hà Nội,Xã Ứng Hòa,"Xã Đại Cường, Xã Đại Hùng, Xã Đông Lỗ, Xã Đồng Tân, Xã Kim Đường,
Xã Minh Đức, Xã Trầm Lộng, Xã Trung Tú"
1107,Hà Nội,Hà Nội,Xã Ứng Thiên,"Xã Hoa Viên, Xã Liên Bạt, Xã Quảng Phú Cầu, Xã Trường Thịnh"
1108,Hà Nội,Hà Nội,"Phường Văn Miếu - Quốc Tử
Giám","Phường Khâm Thiên, Phường Thổ Quan, Phường Văn Chương, Phường Điện Biên, Phường Hàng Bột, Phường Văn Miếu Quốc Tử Giám, Phường Cửa Nam (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm, phường Cửa Nam, phường Ba Đình), Phường Lê Đại Hành (phần còn lại sau khi sáp nhập vào phường Hai Bà Trưng, phường Bạch Mai), Phường Nam Đồng (phần còn lại sau khi sáp nhập vào phường Đống Đa, phường Kim Liên), Phường Nguyễn Du (phần còn lại sau khi sáp nhập vào phường Cửa Nam, phường Hai Bà Trưng), Phường Phương Liên Trung Tự (phần còn lại sau khi
sáp nhập vào phường Kim Liên)"
1109,Hà Nội,Hà Nội,Xã Vân Đình,"Thị trấn Vân Đình, Xã Cao Sơn Tiến, Xã Phương Tú, Xã Tảo Dương Văn"
1110,Hà Nội,Hà Nội,Xã Vật Lại,"Xã Thái Hòa, Xã Phú Sơn (huyện Ba Vì), Xã Đồng Thái, Xã Phú Châu, Xã
Vật Lại"
1111,Hà Nội,Hà Nội,Phường Việt Hưng,"Phường Giang Biên, Phường Phúc Đồng, Phường Việt Hưng, Phường Phúc Lợi, Phường Gia Thụy (phần còn lại sau khi sáp nhập vào phường Long Biên, phường Bồ Đề), Phường Đức Giang (phần còn lại sau khi sáp nhập vào phường Bồ Đề), Phường Thượng Thanh (phần còn lại sau khi sáp nhập vào
phường Bồ Đề)"
1112,Hà Nội,Hà Nội,Phường Vĩnh Hưng,"Phường Vĩnh Hưng, Phường Lĩnh Nam (phần còn lại sau khi sáp nhập vào phường Lĩnh Nam, phường Hoàng Mai), Phường Thanh Trì (phần còn lại sau khi sáp nhập vào phường Lĩnh Nam), Phường Vĩnh Tuy (phần còn lại sau khi
sáp nhập vào phường Vĩnh Tuy)"
1113,Hà Nội,Hà Nội,Xã Vĩnh Thanh,"Xã Tàm Xá (phần còn lại sau khi sáp nhập vào xã Đông Anh), Xã Xuân  Canh (phần còn lại sau khi sáp nhập vào xã Đông Anh), Xã Vĩnh Ngọc (phần còn lại sau khi sáp nhập vào xã Đông Anh, xã Phúc Thịnh), Xã Kim Chung (huyện Đông Anh) (phần còn lại sau khi sáp nhập vào xã Thiên Lộc), Xã Hải Bối (phần còn lại sau khi sáp nhập vào xã Thiên Lộc), Xã Kim Nỗ (phần còn
lại sau khi sáp nhập vào xã Thiên Lộc)"
1114,Hà Nội,Hà Nội,Phường Vĩnh Tuy,"Phường Mai Động, Phường Thanh Lương, Phường Vĩnh Hưng, Phường Vĩnh
Tuy"
1115,Hà Nội,Hà Nội,Phường Xuân Đỉnh,"Phường Xuân Đỉnh, Phường Cổ Nhuế 1 (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô, phường Phú Diễn), Phường Xuân La (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô, phường Tây Hồ, phường Phú Thượng), Phường Xuân Tảo (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô,
phường Phú Thượng)"
1116,Hà Nội,Hà Nội,Xã Xuân Mai,"Thị trấn Xuân Mai, Xã Nam Phương Tiến, Xã Thủy Xuân Tiên, Xã Tân Tiến"
1117,Hà Nội,Hà Nội,Phường Xuân Phương,"Phường Phương Canh, Phường Xuân Phương, Phường Đại Mỗ, Phường Tây Mỗ, Xã Vân Canh, Phường Minh Khai (quận Bắc Từ Liêm) (phần còn lại sau khi sáp nhập vào phường Tây Tựu, phường Đông Ngạc, phường Thượng Cát), Phường Phúc Diễn (phần còn lại sau khi sáp nhập vào phường Phú
Diễn)"
1118,Hà Nội,Hà Nội,Xã Yên Bài,"Xã Vân Hòa, Xã Yên Bài, Xã Thạch Hòa"
1119,Hà Nội,Hà Nội,Phường Yên Hòa,"Phường Mễ Trì, Phường Nhân Chính, Phường Trung Hòa, Phường Yên Hòa
(phần còn lại sau khi sáp nhập vào phường Cầu Giấy)"
1120,Hà Nội,Hà Nội,Xã Yên Lãng,"Xã Chu Phan, Xã Hoàng Kim, Xã Liên Mạc, Xã Thạch Đà, Xã Văn Khê, Xã Tiến Thịnh (phần còn lại sau khi sáp nhập vào xã Liên Minh), Xã Trung Châu (phần còn lại sau khi sáp nhập vào xã Liên Minh), Xã Thọ Xuân (phần còn lại sau khi sáp nhập vào xã Liên Minh), Xã Thọ An (phần còn lại sau khi sáp nhập vào xã Liên Minh), Xã Hồng Hà (phần còn lại sau khi sáp nhập vào
xã Liên Minh, xã Mê Linh)"
